id;opis;energia_(kcal);woda_(g);masa_kałowa_(g);białko_(g);tłuszcze_(g);węglowodany_(g);cukry_proste_(g);tłuszcze_nasycone_(g);witamina_d_(µg);----;----;----
1208;CHEESE,PROVOLONE,RED FAT;274;50,6;3,6;24,7;17,6;3,5;0,55;11,3;0,3;0,258733624454148;0,3435;6,36363636363636
1209;CHEESE,MEXICAN,BLEND,RED FAT;282;48,2;4,3;24,69;19,4;3,41;0,56;11,58;0,4;0,255578947368421;0,3611;6,08928571428571
1210;EGG MIX,USDA CMDTY;555;2,78;3,15;35,6;34,5;23,97;2,46;10,305;7,4;0,135696821515892;0,6573875;9,74390243902439
1211;MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D;61;88,13;0,67;3,15;3,27;4,78;5,05;1,865;0,1;0,617410714285714;0,0703125;0,946534653465347
1212;MILK,DRY,WHL,WO/ ADDED VITAMIN D;496;2,47;6,08;26,32;26,71;38,42;38,42;16,742;0,5;0,603193001640241;0,575675;1
1214;MILK,CND,EVAP,WO/ ADDED VIT A & VITAMIN D;135;74,04;1,55;6,81;7,56;10,04;10,04;4,591;0,1;0,599385497746825;0,1558125;1
1215;CHEESE PRODUCT,PAST PROCESS,AMERICAN,RED FAT,FORT W/ VIT D;240;51,8;5,9;17,6;14,1;10,6;8,02;8,85;5,3;0,398817966903073;0,29075;1,3216957605985
1216;YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D;99;75,3;0,93;3,98;1,15;18,64;18,64;0,742;1,3;0,815397559949516;0,106275;1
1217;YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D;102;74,48;1,02;4,37;1,08;19,05;19,05;0,697;1,3;0,806;0,10955;1
1218;YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D;95;75,4;1;4,4;0,2;19;19;0,119;1,3;0,810127118644068;0,10075;1
1219;YOGURT,FRUIT,LOWFAT,W/ LO CAL SWTNR,FORT W/ VITAMIN D;105;74,1;1,03;4,86;1,41;18,6;2,9;0,909;1,3;0,153156413349417;0,114225;6,41379310344828
1220;YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ,FORT W/ VIT D;85;79;1,02;4,93;1,25;13,8;13,8;0,806;1,2;0,731031031031031;0,0950625;1
1221;YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D;43;87,43;1;3,86;0,18;7,5;7,5;0,116;1,2;0,659965337954939;0,05405;1
1222;YOGURT,CHOC,NONFAT MILK,FORT W/ VITAMIN D;112;71,57;1,37;3,53;0;23,53;14,97;0;1,2;0,553215077605322;0,1103;1,57181028724115
1223;PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR;411;15;3,65;45,71;17,14;18,5;5,71;1,553;5;0,089280885064536;0,5264625;3,2399299474606
1224;PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR;396;12;4;50;12;22;4;1,087;7;0,060559523809524;0,515;5,5
1225;DULCE DE LECHE;315;28,71;1,74;6,84;7,35;55,35;49,74;4,534;0,2;0,78047167098073;0,3238125;1,11278648974668
1226;EGG SUB,LIQ OR FRZ,FAT FREE;48;87;1,3;10;0;2;2;0;1,6;0,166666666666667;0,07;1
1227;CHEESE,DRY WHITE,QUESO SECO;325;42,17;6,93;24,51;24,35;2,04;0,55;13,718;1,8;0,280314341846758;0,4043375;3,70909090909091
1228;CHEESE,FRSH,QUESO FRESCO;299;51,42;3,68;18,09;23,82;2,98;2,32;12,94;2,7;0,339942080641568;0,3624375;1,28448275862069
1229;CHEESE,WHITE,QUESO BLANCO;310;48,7;4,07;20,38;24,31;2,53;1,76;13,661;0,7;0,326577721304532;0,3799625;1,4375
1230;MILK,BTTRMLK,FLUID,WHL;62;87,91;0,68;3,21;3,31;4,88;4,88;1,899;1,3;0,594649122807018;0,0714625;1
1231;YOGURT,VANILLA FLAVOR,LOWFAT MILK,SWTND W/ LO CAL SWTNR;86;79;1,02;4,93;1,25;13,8;5,43;0,752;0;0,309409409409409;0,0950625;2,5414364640884
1235;YOGURT,FRZ,FLAVORS NOT CHOC,NONFAT MILK,W/ LOW-CALORIE SWTNR;104;73,5;1,6;4,4;0,8;19,7;12,61;0,488;0;0,526024096385542;0,109375;1,56225218080888
1236;ICE CRM,SOFT SERVE,CHOC;222;59,8;0,9;4,1;13;22,2;21,16;7,46;0,7;0,72824427480916;0,238875;1,04914933837429
1237;ICE CRM,BAR OR STK,CHOC COVERED;331;46,3;1;4,1;24,1;24,5;18,3;13,202;0,2;0,597760910815939;0,3585;1,33879781420765
1238;ICE CRM SNDWCH;237;48,9;1,1;4,29;8,57;37,14;18,57;2,317;0;0,41774;0,2517875;2
1239;ICE CRM COOKIE SNDWCH;240;48,7;0,55;3,7;7,4;39,6;21,3;1,663;0;0,452919132149901;0,245625;1,85915492957746
1240;ICE CRM CONE,CHOC COVERED,W/ NUTS,FLAVORS OTHER THAN CHOC;354;37,43;1,11;5,21;21,88;34,38;25;11,458;0,1;0,593102326338051;0,3802875;1,3752
1241;ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA;186;52,63;0,39;4,29;3,04;39,64;17,86;0,821;0;0,397721950180967;0,2058625;2,21948488241881
1242;ICE CRM SNDWCH,VANILLA,LT,NO SUGAR ADDED;200;48,13;0,39;5,71;2,86;42,86;6,58;0,821;0;0,143904335990667;0,2250125;6,51367781155015
1243;FAT FREE ICE CRM,NO SUGAR ADDED,FLAVORS OTHER THAN CHOC;129;65,52;1,2;4,41;0;27,94;8,82;0;0;0,272642967542504;0,1323375;3,16780045351474
1244;MILK DSSRT BAR,FRZ,MADE FROM LOWFAT MILK;147;61,43;0,69;4,41;1,47;33,09;22,06;0,81;0,1;0,586861688478317;0,16635;1,5
1250;NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ;88;79,74;0,9;4,4;3,08;11,88;2,64;0,232;1,1;0,148347107438017;0,10285;4,5
1251;CHEESE,MEXICAN BLEND;358;42,48;3,72;23,54;28,51;1,75;1,23;17,027;0,5;0,339349442379182;0,4387875;1,42276422764228
1252;CHEESE PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT;307;45,07;6,94;16,09;23,06;8,85;6,24;12,931;6,5;0,399395833333333;0,36435;1,41826923076923
1253;CHEESE,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D;371;39,61;6,78;18,13;31,79;3,7;2,26;18,057;0,6;0,378907124207385;0,4450875;1,63716814159292
1254;CHEESE FD,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D;330;44;4,96;16,86;25,63;8,56;5,59;15,057;2,5;0,404446620959843;0,393775;1,53130590339893
1255;EGG,WHL,RAW,FRZ,SALTED,PAST;138;67,83;10,3;10,97;10,07;0,83;0,07;3,178;1,5;0,14851394604481;0,172375;11,8571428571429
1256;YOGURT,GREEK,PLN,NONFAT;59;85,1;0,72;10,19;0,39;3,6;3,24;0,117;0;0,236741889985896;0,0810875;1,11111111111111
1258;EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED;357;5,48;5,61;84,08;0,32;4,51;0;0,118;0;0,001327184793612;0,5456125;0
1259;CHEESE SPRD,AMERICAN OR CHEDDAR CHS BASE,RED FAT;176;61,82;5,18;13,41;8,88;10,71;7,06;5,647;0;0,385060606060606;0,212775;1,51699716713881
1260;CHEESE,CHEDDAR,RED FAT;309;44,29;3,89;27,35;20,41;4,06;0,26;12,602;0,3;0,248205326128908;0,3902625;15,6153846153846
1263;ICE CRM,LT,SOFT SERVE,CHOC;141;68,92;0,88;3,36;3,69;23,15;19,46;2,349;0,7;0,722152317880795;0,1447125;1,1896197327852
1264;ICE CRM BAR,STK OR NUGGET,W/ CRUNCH COATING;358;35,48;0,41;2,11;25,26;37,12;21,05;17,895;0,1;0,603892076290898;0,4049875;1,76342042755344
1265;CHEESE,CHEDDAR,NONFAT OR FAT FREE;157;57;3,64;32,14;0;7,14;0;0;0,1;0;0,22765;0
1266;CHEESE,SWISS,NONFAT OR FAT FREE;127;63,6;4,5;28,4;0;3,4;1,33;0;0,1;0,041823899371069;0,19025;2,55639097744361
1267;CHEESE,MEXICAN,QUESO COTIJA;366;38;8,03;20;30;3,97;0;17,5;0,5;0,324254215304799;0,4398875;0
1270;CHEESE,CHEDDAR,SHARP,SLICED;410;36,15;3,66;24,25;33,82;2,13;0,27;19,368;1;0,326212624584718;0,49775;7,88888888888889
1271;CHEESE,MOZZARELLA,LO MOIST,PART-SKIM,SHREDDED;304;44,81;3,78;23,63;19,72;8,06;2,24;11,472;0,4;0,266718537249562;0,3751125;3,59821428571429
1275;YOGURT,GREEK,NONFAT,VANILLA,CHOBANI;71;82,03;0,59;9,07;0,22;8,09;7,61;0,178;;0,448101265822785;0,089225;1,06307490144547
1276;YOGURT,GREEK,STRAWBERRY,DANNON OIKOS;106;76,6;0,56;8,25;2,92;11,67;11;1,832;0;0,561821366024518;0,124525;1,06090909090909
1278;YOGURT,GREEK,NONFAT,VANILLA,DANNON OIKOS;85;78,5;0,52;8,12;0,14;12,72;11,4;0,09;0,9;0,547664442326025;0,09985;1,11578947368421
1280;YOGURT,GREEK,NONFAT,STRAWBERRY,DANNON OIKOS;84;78,63;0,59;8,03;0,22;12,53;11,63;0,11;1;0,564966313763234;0,099375;1,07738607050731
1281;YOGURT,GREEK,NONFAT,STRAWBERRY,CHOBANI;80;79,62;0,6;8,03;0,12;11,62;10,86;0,103;;0,554527061203844;0,0949625;1,06998158379374
1284;YOGURT,GREEK,STRAWBERRY,LOWFAT;103;76,81;0,56;8,17;2,57;11,89;11,23;1,599;0;0,566902342023862;0,12135;1,05877114870882
1285;YOGURT,GREEK,STRAWBERRY,NONFAT;82;79,13;0,59;8,05;0,15;12,07;11,27;0,105;1;0,561174148988653;0,097075;1,07098491570541
1286;YOGURT,GREEK,VANILLA,NONFAT;78;80,26;0,55;8,64;0,18;10,37;9,54;0,133;0,9;0,504064616988015;0,0946875;1,08700209643606
1287;YOGURT,GREEK,PLN,LOWFAT;73;83,56;0,63;9,95;1,92;3,94;3,56;1,23;0;0,302972802024035;0,0961625;1,10674157303371
1289;KEFIR,LOWFAT,PLN,LIFEWAY;41;90,07;0,72;3,79;0,93;4,48;4,61;0,658;1;0,572608695652174;0,0497875;0,971800433839479
1290;KEFIR,LOWFAT,STRAWBERRY,LIFEWAY;62;84,82;0,68;3,39;0,9;10,2;9,21;0,533;1,1;0,672394755003451;0,0684375;1,10749185667752
1291;MILK,CND,EVAP,WO/ VIT A;107;74,04;1,55;6,67;2;15,74;6,67;1,204;4;0,322572716099959;0,1207125;2,35982008995502
1292;MILK,CHOC,FAT FREE,W/ ADDED VIT A & VITAMIN D;67;82,34;0,81;3,39;0;13,46;9,32;0;1,1;0,553115727002967;0,0716625;1,44420600858369
1293;YOGURT,GREEK,PLN,WHL MILK;97;81,3;0,72;9;5;3,98;4;2,395;0;0,35567296996663;0,121175;0,995
1294;YOGURT,GREEK,FRUIT,WHL MILK;106;76,81;0,56;7,33;3;12,29;12;1,599;0;0,601193633952255;0,1219;1,02416666666667
1295;YOGURT,VANILLA,NON-FAT;78;79;1,02;2,94;0;17,04;5,88;0;0,9;0,294294294294294;0,082275;2,89795918367347
1297;YOGURT,GREEK,VANILLA,LOWFAT;95;78,76;0,55;8,64;2,5;9,54;9,54;1,465;0,9;0,53215667311412;0,114775;1
1298;YOGURT,FRZ,FLAVORS OTHER THAN CHOC,LOWFAT;139;68,08;0,42;8;2,5;21;21;1,509;0;0,714571428571429;0,15375;1
1300;ICE CRM BAR,COVERED W/ CHOC & NUTS;303;55,14;1,52;5,62;25,84;11,89;10,8;15,904;0,2;0,6160092272203;0,3381125;1,10092592592593
1301;ICE CRM SUNDAE CONE;254;53,31;0,8;3;14;28,89;21,26;2,717;0,1;0,522488559599041;0,2670875;1,35888993414864
1302;LIGHT ICE CRM,CREAMSICLE;165;61,77;0,87;1,54;3,08;32,75;18,46;1,813;0,1;0,542493979127643;0,1632375;1,77410617551463
1303;CREAM,HALF & HALF,LOWFAT;72;87,83;0,51;3,33;5;3,33;3,33;3,276;0;0,566552315608919;0,0833;1
1305;MILK,CHOC,LOWFAT,RED SUGAR;54;87,09;0,76;3,43;1,04;7,68;7,29;0,616;1,5;0,650699588477366;0,0606375;1,05349794238683
1306;ICE CRM,LOWFAT,NO SUGAR ADDED,CONE,ADDED PNUTS & CHOC SAU;265;43,85;1,48;5,33;9,33;40,01;10,67;6,598;0,2;0,315858789098226;0,27665;3,74976569821931
2001;ALLSPICE,GROUND;263;8,46;4,65;6,09;8,69;72,12;;2,55;0;0,029344073647871;0,3954125;0
2002;ANISE SEED;337;9,54;6,95;17,6;15,9;50,02;;0,586;0;0,007016283524904;0,456575;0
2003;SPICES,BASIL,DRIED;233;10,35;14,85;22,98;4,07;47,75;1,71;2,157;0;0,051697860962567;0,3633875;27,9239766081871
2004;SPICES,BAY LEAF;313;5,44;3,62;7,61;8,36;74,97;;2,28;0;0,025071475698263;0,4123;0
2005;CARAWAY SEED;333;9,87;5,87;19,77;14,59;49,9;0,64;0,62;0;0,014953714692618;0,4565875;77,96875
2006;SPICES,CARDAMOM;311;8,28;5,78;10,76;6,7;68,47;;0,68;0;0,007913417898289;0,3910125;0
2007;CELERY SEED;392;6,04;9,27;18,07;25,27;41,35;0,67;2,19;0;0,03377022080529;0,5207;61,7164179104478
2008;CHERVIL,DRIED;237;7,2;16,6;23,2;3,9;49,1;;0,169;0;0,002217847769029;0,368125;0
2009;CHILI POWDER;282;10,75;11,81;13,46;14,28;49,7;7,19;2,462;0;0,124638429752066;0,4133;6,91237830319889
2010;CINNAMON,GROUND;247;10,58;3,6;3,99;1,24;80,59;2,17;0,345;0;0,029305523188068;0,33955;37,1382488479263
2011;CLOVES,GROUND;274;9,87;5,63;5,97;13;65,53;2,38;3,952;0;0,074934911242604;0,41305;27,5336134453782
2012;CORIANDER LEAF,DRIED;279;7,3;14,08;21,93;4,78;52,1;7,27;0,115;0;0,093706382438777;0,3802375;7,16643741403026
2013;CORIANDER SEED;298;8,86;6,02;12,37;17,77;54,99;;0,99;0;0,011629272876777;0,461225;0
2014;CUMIN SEED;375;8,06;7,62;17,81;22,27;44,24;2,25;1,535;0;0,044888519924099;0,4999125;19,6622222222222
2015;CURRY POWDER;325;8,8;7,07;14,29;14,01;55,83;2,76;1,648;0;0,052395102817069;0,438775;20,2282608695652
2016;DILL SEED;305;7,7;6,62;15,98;14,54;55,17;;0,73;0;0,008519080406115;0,4521625;0
2017;DILL WEED,DRIED;253;7,3;12,56;19,96;4,36;55,82;;0,234;0;0,002919890192164;0,377675;0
2018;FENNEL SEED;345;8,81;8,22;15,8;14,87;52,29;;0,48;0;0,005785920925747;0,4435375;0
2019;FENUGREEK SEED;323;8,84;3,4;23;6,41;58,35;;1,46;0;0,016636280765725;0,4266625;0
2020;GARLIC POWDER;331;6,45;3,54;16,55;0,73;72,73;2,43;0,249;0;0,029763359626708;0,383475;29,9300411522634
2021;GINGER,GROUND;335;9,94;5,22;8,98;4,24;71,62;3,39;2,599;0;0,070591702027346;0,3671;21,1268436578171
2022;MACE,GROUND;475;8,17;2,23;6,71;32,38;50,5;;9,51;0;0,106150239982141;0,5551125;0
2023;MARJORAM,DRIED;271;7,64;12,1;12,66;7,04;60,56;4,09;0,529;0;0,057550461001744;0,376625;14,8068459657702
2024;SPICES,MUSTARD SD,GROUND;508;5,27;4,33;26,08;36,24;28,09;6,79;1,989;0;0,097102090476717;0,6307375;4,13696612665685
2025;NUTMEG,GROUND;525;6,23;2,34;5,84;36,31;49,29;2,99;25,94;0;0,316382327209099;0,5844375;16,4849498327759
2026;ONION POWDER;341;5,39;4,04;10,41;1,04;79,12;6,63;0,219;0;0,075621066578337;0,3721625;11,9336349924585
2027;SPICES,OREGANO,DRIED;265;9,93;7,87;9;4,28;68,92;4,09;1,551;0;0,068625304136253;0,3575;16,8508557457213
2028;PAPRIKA;282;11,24;7,74;14,14;12,89;53,99;10,34;2,14;0;0,154036040483831;0,4197375;5,22147001934236
2029;PARSLEY,DRIED;292;5,89;11,36;26,63;5,48;50,64;7,27;1,378;0;0,104507552870091;0,4111375;6,9656121045392
2030;PEPPER,BLACK;251;12,46;4,49;10,39;3,26;63,95;0,64;1,392;0;0,026185567010309;0,33735;99,921875
2031;PEPPER,RED OR CAYENNE;318;8,05;6,04;12,01;17,27;56,63;10,34;3,26;0;0,158305203119544;0,460125;5,47678916827853
2032;PEPPER,WHITE;296;11,42;1,59;10,4;2,12;68,61;;0,626;0;0,007716011339825;0,3434875;0
2033;POPPY SEED;525;5,95;6,37;17,99;41,56;28,13;2,99;4,517;0;0,085618156934307;0,633525;9,40802675585284
2034;POULTRY SEASONING;307;9,31;5,92;9,59;7,53;65,59;1,8;3,29;0;0,06154032160561;0,3812;36,4388888888889
2035;PUMPKIN PIE SPICE;342;8,46;3,9;5,76;12,6;69,28;7,76;6,53;0;0,163053400273848;0,4218;8,92783505154639
2036;ROSEMARY,DRIED;331;9,31;6,53;4,88;15,22;64,06;;7,371;0;0,087583174904943;0,422925;0
2037;SAFFRON;310;11,9;5,45;11,43;5,85;65,37;;1,586;0;0,019189352692075;0,375075;0
2038;SAGE,GROUND;315;7,96;7,95;10,63;12,75;60,73;1,71;7,03;0;0,103911544406135;0,421675;35,5146198830409
2039;SAVORY,GROUND;272;9;9,63;6,73;5,91;68,73;;3,26;0;0,040063905616321;0,3589;0
2041;SPICES,TARRAGON,DRIED;295;7,74;12,03;22,77;7,24;50,22;;1,881;0;0,023445095350866;0,4030375;0
2042;SPICES,THYME,DRIED;276;7,79;11,74;9,11;7,43;63,94;1,71;2,73;0;0,055168986083499;0,3710125;37,3918128654971
2043;TURMERIC,GROUND;312;12,85;7,08;9,68;3,25;67,14;3,21;1,838;0;0,063044835768702;0,344775;20,9158878504673
2044;BASIL,FRESH;23;92,06;1,49;3,15;0,64;2,65;0,3;0,041;0;0,052950310559006;0,036025;8,83333333333333
2045;DILL WEED,FRSH;43;85,95;2,45;3,46;1,12;7,02;;0,06;0;0,005172413793103;0,05915;0
2046;MUSTARD,PREPARED,YELLOW;60;83,72;3,37;3,74;3,34;5,83;0,92;0,214;0;0,087838884585593;0,0786375;6,33695652173913
2047;SALT,TABLE;0;0,2;99,8;0;0;0;0;0;0;#DZIEL/0!;0;0
2048;VINEGAR,CIDER;21;93,81;0,17;0;0;0,93;0,4;0;0;0,43010752688172;0,0034875;2,325
2049;THYME,FRSH;101;65,11;3,2;5,56;1,68;24,45;;0,467;0;0,014736509940044;0,1432375;0
2050;VANILLA EXTRACT;288;52,58;0,26;0,06;0,06;12,65;12,65;0,01;0;0,991386061080658;0,0484125;1
2051;VANILLA EXTRACT,IMITN,ALCOHOL;237;64,46;0,22;0,05;0;2,41;;;0;0;0,00935;0
2052;VANILLA EXTRACT,IMITN,NO ALCOHOL;56;85,58;0,01;0,03;0;14,4;14,4;0;0;0,997920997920998;0,0541875;1
2053;VINEGAR,DISTILLED;18;94,78;0,02;0;0;0,04;0,04;0;0;1;0,00015;1
2054;CAPERS,CANNED;23;83,85;8,04;2,36;0,86;4,89;0,41;0,233;0;0,079284833538841;0,0416875;11,9268292682927
2055;HORSERADISH,PREPARED;48;85,08;1,76;1,18;0,69;11,29;7,99;0,09;0;0,613981762917933;0,0566125;1,41301627033792
2063;ROSEMARY,FRESH;131;67,77;2,35;3,31;5,86;20,7;;2,838;0;0,09501171744225;0,1569125;0
2064;PEPPERMINT,FRESH;70;78,65;1,76;3,75;0,94;14,89;;0,246;0;0,012563840653728;0,088675;0
2065;SPEARMINT,FRESH;44;85,55;2,03;3,29;0,73;8,41;;0,191;0;0,015366049879324;0,0594;0
2066;SPEARMINT,DRIED;285;11,3;10,7;19,93;6,03;52,04;;1,577;0;0,020217948717949;0,3800125;0
2068;VINEGAR,RED WINE;19;94,47;0,17;0,04;0;0,27;0;0;;0;0,0012625;0
2069;VINEGAR,BALSAMIC;88;76,45;0,37;0,49;0;17,03;14,95;0;;0,853310502283105;0,066925;1,13913043478261
2073;PACE,DRY TACO SEAS MIX;188;5,7;38,01;0;0;56,29;18,76;0;;0,333274116184047;0,2110875;3,00053304904051
2074;SEASONING MIX,DRY,SAZON,CORIANDER & ANNATTO;0;0,2;99,8;0;0;0;0;0;;#DZIEL/0!;0;0
2075;SEASONING MIX,DRY,TACO,ORIGINAL;322;5,7;31,8;4,5;0;58;10,83;0;;0,17328;0,245625;5,35549399815328
2076;SEASONING MIX,DRY,CHILI,ORIGINAL;335;10,75;14,56;10,82;7,3;56,56;8,67;0;;0,116095340117836;0,352725;6,52364475201845
3000;CLIF Z BAR;409;7,74;2,26;5,55;9,72;74,72;30,56;2,721;0;0,369829981109012;0,4120875;2,44502617801047
3001;BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD;347;12,89;0,29;0;0,02;86,68;57,4;0;0;0,662053056516724;0,32525;1,51010452961672
3002;BABYFOOD,MEAT,BF,STR;81;82,44;0,57;12,03;2,52;2,43;0;1,18;0,4;0,069493521790342;0,1095;0
3003;BABYFOOD,MEAT,BF,JR;81;82,44;0,57;12,03;2,52;2,43;0;1,18;0,4;0,069493521790342;0,1095;0
3005;BABYFOOD,MEAT,VEAL,STR;81;82,37;0,54;13,12;2,45;1,51;0;1,063;0,7;0,062236533957846;0,1121625;0
3007;BABYFOOD,MEAT,PORK,STR;124;78,4;1,1;14;7,1;0;0;2,4;;0,113744075829384;0,1585;0
3008;BABYFOOD,MEAT,HAM,STR;97;80,5;0,7;11,3;3,8;3,7;0;1,267;0,4;0,067393617021277;0,1225;0
3009;BABYFOOD,MEAT,HAM,JUNIOR;97;80,5;0,7;11,3;3,8;3,7;0;1,271;0,4;0,067606382978723;0,1225;0
3010;BABYFOOD,MEAT,LAMB,STR;87;81,06;0,6;14,07;3,41;0,85;0;1,65;0,1;0,090016366612111;0,125225;0
3011;BABYFOOD,MEAT,LAMB,JUNIOR;112;79,6;0,9;15,2;5,2;0;0;2,56;0,1;0,125490196078431;0,147;0
3012;BABYFOOD,MEAT,CHICK,STR;130;77,5;0,49;13,7;7,9;0,1;0;2,03;0,3;0,093548387096774;0,165;0
3013;BABYFOOD,MEAT,CHICK,JR;146;76;0,49;14;9,6;0;0;2,47;0;0,104661016949153;0,1835;0
3014;BABYFOOD,MEAT,CHICK STKS,JR;188;68,3;1,2;14,6;14,4;1,5;1,4;4,094;0,1;0,180131147540984;0,240875;1,07142857142857
3015;BABYFOOD,MEAT,TURKEY,STR;111;80,32;0,58;11,5;6,2;1,4;0;1,641;0,8;0,085916230366492;0,139125;0
3016;BABYFOOD,MEAT,TURKEY,JR;111;80,32;0,58;11,5;6,2;1,4;0;1,641;0,8;0,085916230366492;0,139125;0
3017;Babyfood, meat, turkey sticks, junior;188;69,8;0,9;13,7;14,2;1,4;1,4;4,143;0,4;0,189180887372014;0,232875;1
3019;BABYFOOD,SNACK,GERBER GRADUATE FRUIT STRIPS,REAL FRUIT BARS;330;19,09;1,24;0,82;2,24;76,61;68,65;0,364;0;0,86624827413079;0,3148125;1,11595047341588
3021;BABYFOOD,MEAT,MEAT STKS,JR;184;69,5;1,4;13,4;14,6;1,1;0,8;5,82;0,2;0,227491408934708;0,233875;1,375
3022;BABYFOOD,GERBER,2ND FOODS,APPL,CARROT & SQUASH,ORGANIC;64;83,83;0,26;1,1;0;14,82;9,09;0;0;0,570979899497487;0,06245;1,63036303630363
3023;BABYFOOD,FINGER SNACKS,GERBER,GRADUATES,PUFFS,APPL & CINN;389;3,62;2,11;6,19;2,3;85,79;17,84;0,143;0;0,190740347899873;0,3834;4,80885650224215
3024;BABYFOOD,H2O,BTLD,GERBER,WO/ ADDED FLUORIDE.;0;99,9;0;0;0;0;0;0;0;#DZIEL/0!;0;0
3025;BABYFOOD,GERBER,3RD FOODS,APPL,MANGO & KIWI;53;86,34;0,32;0,47;0;12,88;10,18;0;0;0,762546816479401;0,0512375;1,26522593320236
3026;BABYFOOD,TROPICAL FRUIT MEDLEY;51;87,14;0,19;0,31;0,14;12,22;9,78;0;0;0,771902131018153;0,0491625;1,24948875255624
3041;BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR;48;88,9;0,5;2;0,9;7,7;0;;;0;0,050375;0
3042;BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR;48;88,6;0,6;2,1;0,8;8;0;;;0;0,051125;0
3043;BABYFOOD,DINNER,BF LASAGNA,TODD;77;82,3;1,4;4,2;2,1;10;0;;;0;0,08475;0
3044;BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR;61;86,34;0,37;2,36;1,47;9,45;2,09;0,486;0;0,193975903614458;0,0648875;4,52153110047847
3045;BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR;59;86,7;0,3;2,5;1,1;9,4;2,43;0,411;0;0,218538461538462;0,061875;3,86831275720165
3046;BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU;99;76,5;1,4;3,6;2,2;16,3;0,59;0,96;0;0,070135746606335;0,105625;27,6271186440678
3047;BABYFOOD,DINNER,BF NOODLE,STR;63;86,84;0,28;2,44;2,26;8,18;1,42;0,937;0;0,182996894409938;0,068525;5,76056338028169
3048;BABYFOOD,MACARONI&CHS,TODD;82;81,7;1;3,5;2,6;11,2;0,79;1,53;0;0,134104046242775;0,089875;14,1772151898734
3049;BABYFOOD,DINNER,BF&RICE,TODD;82;81,9;1,4;5;2,9;8,8;0;;;0;0,09325;0
3050;BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR;68;84,17;0,47;2,57;1,37;11,42;2,72;0,543;0;0,212434895833333;0,0725875;4,19852941176471
3051;BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD;75;81,6;1,3;5,3;1;10,8;;;;0;0,083625;0
3052;BABYFOOD,DINNER,BF STEW,TODD;51;86,9;1,4;5,1;1,2;5,5;1,39;0,58;0;0,166949152542373;0,0645;3,9568345323741
3053;BABYFOOD,DINNER,VEG&BF,STR;77;84,94;0,41;2,21;3,6;8,84;2,34;0,87;0;0,219112627986348;0,0829625;3,77777777777778
3054;BABYFOOD,DINNER,VEG&BF,JR;77;84,94;0,41;2,21;3,6;8,84;2,34;1,367;0;0,253037542662116;0,0829625;3,77777777777778
3055;BABYFOOD,DINNER,BF W/VEG;96;84,3;0,38;2,03;6,93;6,36;2,16;2,84;0;0,326370757180157;0,1058375;2,94444444444444
3059;BABYFOOD,DINNER,VEG&BACON,STR;69;85,75;0,4;1,92;2,95;8,81;1,77;1,063;0;0,207090643274854;0,0745375;4,9774011299435
3061;BABYFOOD,DINNER,VEG&HAM,STR;59;87,47;0,41;2,19;2,14;7,8;1,37;0,764;0,1;0,175927452596867;0,0643375;5,69343065693431
3062;BABYFOOD,DINNER,VEG&HAM,JR;60;87;0,45;2,02;1,89;8,64;0,99;0,483;0;0,117370517928287;0,063925;8,72727272727273
3066;BABYFOOD,DINNER,VEG&LAMB,STR;52;88,6;0,5;2;2;6,9;0,94;0,828;0;0,162201834862385;0,058375;7,34042553191489
3067;BABYFOOD,DINNER,VEG&LAMB,JR;51;88,6;0,5;2,1;1,7;7,1;0,94;0,696;0;0,150091743119266;0,05675;7,5531914893617
3068;BABYFOOD,DINNER,CHICK NOODLE,STR;66;85,64;0,53;2,69;2,06;9,08;2,5;0,595;0,1;0,223788864786696;0,0714625;3,632
3069;BABYFOOD,DINNER,CHICK NOODLE,JR;55;87,25;0,41;2,37;1,18;8,79;1,07;0,338;0;0,114100486223663;0,059575;8,21495327102804
